chr	ENSG	symbol	gene_type	gene_length
chr1	ENSG00000121634.5	GJA8	protein_coding	1301
chr1	ENSG00000121644.17	DESI2	protein_coding	4203
chr1	ENSG00000121753.11	BAI2	protein_coding	4850
chr1	ENSG00000121764.10	HCRTR1	protein_coding	940
chr1	ENSG00000121766.13	ZCCHC17	protein_coding	1482
chr1	ENSG00000121769.6	FABP3	protein_coding	721
chr1	ENSG00000121774.16	KHDRBS1	protein_coding	2748
chr1	ENSG00000121775.16	TMEM39B	protein_coding	2078
chr1	ENSG00000121851.11	POLR3GL	protein_coding	1597
chr1	ENSG00000121900.17	TMEM54	protein_coding	567
chr1	ENSG00000121903.13	ZSCAN20	protein_coding	4308
chr1	ENSG00000121904.16	CSMD2	protein_coding	13048
chr1	ENSG00000121905.8	HPCA	protein_coding	528
chr1	ENSG00000121931.14	LRIF1	protein_coding	3471
chr1	ENSG00000121933.16	ADORA3	protein_coding	957
chr1	ENSG00000121940.14	CLCC1	protein_coding	4791
chr1	ENSG00000121957.11	GPSM2	protein_coding	7417
chr1	ENSG00000122176.10	FMOD	protein_coding	3307
chr1	ENSG00000122180.4	MYOG	protein_coding	1525
chr1	ENSG00000122188.11	LAX1	protein_coding	3018
chr1	ENSG00000122218.13	COPA	protein_coding	4631
chr1	ENSG00000122223.11	CD244	protein_coding	2454
chr1	ENSG00000122224.16	LY9	protein_coding	2475
chr1	ENSG00000122406.11	RPL5	protein_coding	1035
chr1	ENSG00000122417.14	ODF2L	protein_coding	7542
chr1	ENSG00000122420.8	PTGFR	protein_coding	4333
chr1	ENSG00000122432.15	SPATA1	transcribed_unprocessed_pseudogene	1618
chr1	ENSG00000122435.8	TRMT13	protein_coding	471
chr1	ENSG00000122477.11	LRRC39	protein_coding	1872
chr1	ENSG00000122481.15	RWDD3	protein_coding	1231
chr1	ENSG00000122482.19	ZNF644	protein_coding	5696
chr1	ENSG00000122483.16	CCDC18	protein_coding	4838
chr1	ENSG00000122484.8	RPAP2	protein_coding	16980
chr1	ENSG00000123080.9	CDKN2C	protein_coding	2900
chr1	ENSG00000123091.4	RNF11	protein_coding	3081
chr1	ENSG00000123472.11	ATPAF1	protein_coding	4149
chr1	ENSG00000123473.14	STIL	protein_coding	5207
chr1	ENSG00000123684.11	LPGAT1	protein_coding	7774
chr1	ENSG00000123685.7	BATF3	protein_coding	603
chr1	ENSG00000123689.5	G0S2	protein_coding	864
chr1	ENSG00000123836.13	PFKFB2	protein_coding	537
chr1	ENSG00000123838.9	C4BPA	protein_coding	2231
chr1	ENSG00000123843.11	C4BPB	protein_coding	977
chr1	ENSG00000125459.13	MSTO1	protein_coding	975
chr1	ENSG00000125462.15	C1orf61	protein_coding	3136
chr1	ENSG00000125703.13	ATG4C	protein_coding	598
chr1	ENSG00000125944.17	HNRNPR	protein_coding	555
chr1	ENSG00000125945.13	ZNF436	protein_coding	4067
chr1	ENSG00000126067.10	PSMB2	protein_coding	4212
chr1	ENSG00000126070.17	AGO3	protein_coding	1719
chr1	ENSG00000126088.11	UROD	protein_coding	1290
chr1	ENSG00000126091.18	ST3GAL3	protein_coding	694
chr1	ENSG00000126106.12	TMEM53	protein_coding	1841
chr1	ENSG00000126107.13	HECTD3	protein_coding	2379
chr1	ENSG00000126698.9	DNAJC8	protein_coding	478
chr1	ENSG00000126705.12	AHDC1	protein_coding	6328
chr1	ENSG00000126709.13	IFI6	protein_coding	836
chr1	ENSG00000127054.17	CPSF3L	protein_coding	2359
chr1	ENSG00000127074.13	RGS13	protein_coding	1512
chr1	ENSG00000127124.12	HIVEP3	protein_coding	12184
chr1	ENSG00000127125.8	PPCS	protein_coding	963
chr1	ENSG00000127129.8	EDN2	protein_coding	1236
chr1	ENSG00000127423.9	AUNIP	protein_coding	1388
chr1	ENSG00000127463.12	EMC1	protein_coding	6641
chr1	ENSG00000127472.9	PLA2G5	protein_coding	1861
chr1	ENSG00000127481.13	UBR4	protein_coding	15800
chr1	ENSG00000127483.16	HP1BP3	protein_coding	3925
chr1	ENSG00000127603.22	MACF1	protein_coding	830
chr1	ENSG00000130695.12	CEP85	protein_coding	4048
chr1	ENSG00000130762.13	ARHGEF16	protein_coding	3046
chr1	ENSG00000130764.8	LRRC47	protein_coding	4303
chr1	ENSG00000130766.4	SESN2	protein_coding	3443
chr1	ENSG00000130768.13	SMPDL3B	protein_coding	1870
chr1	ENSG00000130770.16	ATPIF1	protein_coding	596
chr1	ENSG00000130772.12	MED18	protein_coding	859
chr1	ENSG00000130775.14	THEMIS2	protein_coding	2330
chr1	ENSG00000130939.17	UBE4B	protein_coding	4745
chr1	ENSG00000130940.13	CASZ1	protein_coding	7915
chr1	ENSG00000131233.9	GJA9	protein_coding	1900
chr1	ENSG00000131236.15	CAP1	protein_coding	3092
chr1	ENSG00000131238.15	PPT1	protein_coding	2733
chr1	ENSG00000131584.17	ACAP3	protein_coding	3872
chr1	ENSG00000131591.16	C1orf159	protein_coding	2417
chr1	ENSG00000131686.13	CA6	protein_coding	576
chr1	ENSG00000131697.16	NPHP4	protein_coding	3964
chr1	ENSG00000131778.16	CHD1L	protein_coding	2466
chr1	ENSG00000131779.9	PEX11B	protein_coding	665
chr1	ENSG00000131781.11	FMO5	protein_coding	2401
chr1	ENSG00000131788.14	PIAS3	protein_coding	2382
chr1	ENSG00000131791.7	PRKAB2	protein_coding	5409
chr1	ENSG00000131910.4	NR0B2	protein_coding	1154
chr1	ENSG00000131914.9	LIN28A	protein_coding	4004
chr1	ENSG00000132122.10	SPATA6	protein_coding	4960
chr1	ENSG00000132128.15	LRRC41	protein_coding	885
chr1	ENSG00000132185.15	FCRLA	protein_coding	2336
chr1	ENSG00000132196.12	HSD17B7	protein_coding	2532
chr1	ENSG00000132485.11	ZRANB2	protein_coding	3068
chr1	ENSG00000132676.14	DAP3	protein_coding	730
chr1	ENSG00000132677.11	RHBG	protein_coding	921
chr1	ENSG00000132680.9	KIAA0907	protein_coding	2933
chr1	ENSG00000132681.15	ATP1A4	protein_coding	3817
chr1	ENSG00000132688.10	NES	protein_coding	5554
chr1	ENSG00000132692.17	BCAN	protein_coding	596
chr1	ENSG00000132693.11	CRP	protein_coding	2013
chr1	ENSG00000132694.17	ARHGEF11	protein_coding	6848
chr1	ENSG00000132698.12	RAB25	protein_coding	1105
chr1	ENSG00000132702.11	HAPLN2	protein_coding	1764
chr1	ENSG00000132703.3	APCS	protein_coding	924
chr1	ENSG00000132704.14	FCRL2	protein_coding	4441
chr1	ENSG00000132716.17	DCAF8	protein_coding	4092
chr1	ENSG00000132718.8	SYT11	protein_coding	5236
chr1	ENSG00000132763.13	MMACHC	protein_coding	5292
chr1	ENSG00000132768.12	DPH2	protein_coding	590
chr1	ENSG00000132773.10	TOE1	protein_coding	2381
chr1	ENSG00000132780.15	NASP	protein_coding	864
chr1	ENSG00000132781.16	MUTYH	protein_coding	1022
chr1	ENSG00000132849.17	INADL	protein_coding	4827
chr1	ENSG00000132854.17	KANK4	protein_coding	2076
chr1	ENSG00000132855.4	ANGPTL3	protein_coding	2798
chr1	ENSG00000132879.12	FBXO44	protein_coding	1891
chr1	ENSG00000132881.10	RSG1	protein_coding	1540
chr1	ENSG00000132906.16	CASP9	protein_coding	4455
chr1	ENSG00000133019.10	CHRM3	protein_coding	1996
chr1	ENSG00000133048.11	CHI3L1	protein_coding	1918
chr1	ENSG00000133055.7	MYBPH	protein_coding	1794
chr1	ENSG00000133056.12	PIK3C2B	protein_coding	7652
chr1	ENSG00000133059.15	DSTYK	protein_coding	7727
chr1	ENSG00000133063.14	CHIT1	protein_coding	5595
chr1	ENSG00000133065.9	SLC41A1	protein_coding	4986
chr1	ENSG00000133067.16	LGR6	protein_coding	3549
chr1	ENSG00000133069.13	TMCC2	protein_coding	3733
chr1	ENSG00000133216.15	EPHB2	protein_coding	1702
chr1	ENSG00000133226.15	SRRM1	protein_coding	374
chr1	ENSG00000134183.10	GNAT2	protein_coding	1331
chr1	ENSG00000134184.11	GSTM1	protein_coding	898
chr1	ENSG00000134186.10	PRPF38B	protein_coding	3687
chr1	ENSG00000134193.13	REG4	protein_coding	1510
chr1	ENSG00000134198.8	TSPAN2	protein_coding	3169
chr1	ENSG00000134200.3	TSHB	protein_coding	534
chr1	ENSG00000134201.9	GSTM5	protein_coding	1547
chr1	ENSG00000134202.9	GSTM3	protein_coding	4038
chr1	ENSG00000134207.13	SYT6	protein_coding	4313
chr1	ENSG00000134215.14	VAV3	protein_coding	4963
chr1	ENSG00000134216.17	CHIA	protein_coding	1345
chr1	ENSG00000134222.15	PSRC1	protein_coding	1576
chr1	ENSG00000134240.10	HMGCS2	protein_coding	2418
chr1	ENSG00000134242.14	PTPN22	protein_coding	1786
chr1	ENSG00000134243.10	SORT1	protein_coding	6973
chr1	ENSG00000134245.16	WNT2B	protein_coding	2814
chr1	ENSG00000134247.9	PTGFRN	protein_coding	6169
chr1	ENSG00000134248.12	LAMTOR5	protein_coding	689
chr1	ENSG00000134249.6	ADAM30	protein_coding	2962
chr1	ENSG00000134250.16	NOTCH2	protein_coding	11355
chr1	ENSG00000134253.8	TRIM45	protein_coding	673
chr1	ENSG00000134255.12	CEPT1	protein_coding	1948
chr1	ENSG00000134256.11	CD101	protein_coding	3274
chr1	ENSG00000134258.15	VTCN1	protein_coding	2575
chr1	ENSG00000134259.3	NGF	protein_coding	1044
chr1	ENSG00000134262.11	AP4B1	protein_coding	2137
chr1	ENSG00000134365.11	CFHR4	protein_coding	1595
chr1	ENSG00000134369.14	NAV1	protein_coding	725
chr1	ENSG00000134371.9	CDC73	protein_coding	4952
chr1	ENSG00000134375.9	TIMM17A	protein_coding	1653
chr1	ENSG00000134376.13	CRB1	protein_coding	3387
chr1	ENSG00000134389.9	CFHR5	protein_coding	2800
chr1	ENSG00000134644.14	PUM1	protein_coding	4613
chr1	ENSG00000134668.11	SPOCD1	protein_coding	2457
chr1	ENSG00000134684.9	YARS	protein_coding	2243
chr1	ENSG00000134686.15	PHC2	protein_coding	3776
chr1	ENSG00000134690.9	CDCA8	protein_coding	2459
chr1	ENSG00000134697.11	GNL2	protein_coding	633
chr1	ENSG00000134698.10	AGO4	protein_coding	7098
chr1	ENSG00000134709.9	HOOK1	protein_coding	512
chr1	ENSG00000134716.8	CYP2J2	protein_coding	1887
chr1	ENSG00000134717.16	BTF3L4	protein_coding	4697
chr1	ENSG00000134744.12	ZCCHC11	protein_coding	550
chr1	ENSG00000134748.12	PRPF38A	protein_coding	5264
chr1	ENSG00000135744.7	AGT	protein_coding	2286
chr1	ENSG00000135747.10	ZNF670	protein_coding	1035
chr1	ENSG00000135749.17	PCNXL2	protein_coding	7484
chr1	ENSG00000135750.13	KCNK1	protein_coding	2158
chr1	ENSG00000135763.8	URB2	protein_coding	5603
chr1	ENSG00000135766.8	EGLN1	protein_coding	7092
chr1	ENSG00000135773.11	CAPN9	protein_coding	2342
chr1	ENSG00000135775.12	COG2	protein_coding	7826
chr1	ENSG00000135776.4	ABCB10	protein_coding	3844
chr1	ENSG00000135778.10	NTPCR	protein_coding	763
chr1	ENSG00000135801.8	TAF5L	protein_coding	2952
chr1	ENSG00000135821.15	GLUL	protein_coding	4357
chr1	ENSG00000135823.12	STX6	protein_coding	4803
chr1	ENSG00000135824.11	RGS8	protein_coding	5600
chr1	ENSG00000135828.10	RNASEL	protein_coding	4231
chr1	ENSG00000135829.15	DHX9	protein_coding	4212
chr1	ENSG00000135835.9	KIAA1614	protein_coding	361
chr1	ENSG00000135837.14	CEP350	protein_coding	13453
chr1	ENSG00000135838.12	NPL	protein_coding	2131
chr1	ENSG00000135842.15	FAM129A	protein_coding	598
chr1	ENSG00000135845.8	PIGC	protein_coding	460
chr1	ENSG00000135862.5	LAMC1	protein_coding	7861
chr1	ENSG00000135870.10	RC3H1	protein_coding	11241
chr1	ENSG00000136628.16	EPRS	protein_coding	4982
chr1	ENSG00000136630.12	HLX	protein_coding	2276
chr1	ENSG00000136631.11	VPS45	protein_coding	2681
chr1	ENSG00000136634.5	IL10	protein_coding	1625
chr1	ENSG00000136636.11	KCTD3	protein_coding	3913
chr1	ENSG00000136643.10	RPS6KC1	protein_coding	4009
chr1	ENSG00000137936.15	BCAR3	protein_coding	2817
chr1	ENSG00000137941.15	TTLL7	protein_coding	7951
chr1	ENSG00000137942.15	FNBP1L	protein_coding	4195
chr1	ENSG00000137944.15	CCBL2	protein_coding	1923
chr1	ENSG00000137947.10	GTF2B	protein_coding	1344
chr1	ENSG00000137948.17	BRDT	protein_coding	3389
chr1	ENSG00000137955.14	RABGGTB	protein_coding	3856
chr1	ENSG00000137959.14	IFI44L	protein_coding	551
chr1	ENSG00000137960.5	GIPC2	protein_coding	309
chr1	ENSG00000137962.11	ARHGAP29	protein_coding	1805
chr1	ENSG00000137965.9	IFI44	protein_coding	812
chr1	ENSG00000137968.15	SLC44A5	protein_coding	3872
chr1	ENSG00000137970.7	RPL7P9	processed_pseudogene	746
chr1	ENSG00000137975.7	CLCA2	protein_coding	4011
chr1	ENSG00000137976.7	DNASE2B	protein_coding	1263
chr1	ENSG00000137992.13	DBT	protein_coding	10788
chr1	ENSG00000137996.11	RTCA	protein_coding	2524
chr1	ENSG00000142224.14	IL19	protein_coding	1026
chr1	ENSG00000142583.16	SLC2A5	protein_coding	4153
chr1	ENSG00000142599.16	RERE	protein_coding	8002
chr1	ENSG00000142606.14	MMEL1	protein_coding	549
chr1	ENSG00000142609.16	CFAP74	protein_coding	5209
chr1	ENSG00000142611.15	PRDM16	protein_coding	4266
chr1	ENSG00000142615.7	CELA2A	protein_coding	528
chr1	ENSG00000142619.4	PADI3	protein_coding	3173
chr1	ENSG00000142621.18	FHAD1	protein_coding	5059
chr1	ENSG00000142623.9	PADI1	protein_coding	3830
chr1	ENSG00000142627.12	EPHA2	protein_coding	3947
chr1	ENSG00000142632.15	ARHGEF19	protein_coding	2024
chr1	ENSG00000142634.11	EFHD2	protein_coding	2415
chr1	ENSG00000142655.11	PEX14	protein_coding	801
chr1	ENSG00000142657.19	PGD	protein_coding	799
chr1	ENSG00000142661.17	MYOM3	protein_coding	2683
chr1	ENSG00000142669.12	SH3BGRL3	protein_coding	1658
chr1	ENSG00000142675.16	CNKSR1	protein_coding	2604
chr1	ENSG00000142676.11	RPL11	protein_coding	628
chr1	ENSG00000142677.3	IL22RA1	protein_coding	2791
chr1	ENSG00000142684.7	ZNF593	protein_coding	1859
chr1	ENSG00000142686.7	C1orf216	protein_coding	3216
chr1	ENSG00000142687.16	KIAA0319L	protein_coding	4768
chr1	ENSG00000142694.6	EVA1B	protein_coding	1051
chr1	ENSG00000142698.13	C1orf94	protein_coding	2129
chr1	ENSG00000142700.10	DMRTA2	protein_coding	2838
chr1	ENSG00000142733.13	MAP3K6	protein_coding	441
chr1	ENSG00000142748.11	FCN3	protein_coding	1022
chr1	ENSG00000142751.13	GPN2	protein_coding	4673
chr1	ENSG00000142765.16	SYTL1	protein_coding	1698
chr1	ENSG00000142784.14	WDTC1	protein_coding	4803
chr1	ENSG00000142789.18	CELA3A	protein_coding	879
chr1	ENSG00000142794.17	NBPF3	protein_coding	2119
chr1	ENSG00000142798.15	HSPG2	protein_coding	3575
chr1	ENSG00000142856.15	ITGB3BP	protein_coding	587
chr1	ENSG00000142864.13	SERBP1	protein_coding	6668
chr1	ENSG00000142867.11	BCL10	protein_coding	2816
chr1	ENSG00000142871.14	CYR61	protein_coding	2285
chr1	ENSG00000142875.18	PRKACB	protein_coding	4503
chr1	ENSG00000142892.13	PIGK	protein_coding	4585
chr1	ENSG00000142910.14	TINAGL1	protein_coding	2129
chr1	ENSG00000142920.15	AZIN2	protein_coding	773
chr1	ENSG00000142937.10	RPS8	protein_coding	689
chr1	ENSG00000142945.11	KIF2C	protein_coding	1113
chr1	ENSG00000142949.15	PTPRF	protein_coding	410
chr1	ENSG00000142959.4	BEST4	protein_coding	2038
chr1	ENSG00000142961.13	MOB3C	protein_coding	2818
chr1	ENSG00000142973.11	CYP4B1	protein_coding	575
chr1	ENSG00000143001.4	TMEM61	protein_coding	1094
chr1	ENSG00000143006.7	DMRTB1	protein_coding	1906
chr1	ENSG00000143013.11	LMO4	protein_coding	5400
chr1	ENSG00000143028.8	SYPL2	protein_coding	3618
chr1	ENSG00000143032.7	BARHL2	protein_coding	1976
chr1	ENSG00000143033.16	MTF2	protein_coding	3832
chr1	ENSG00000143036.15	SLC44A3	protein_coding	2080
chr1	ENSG00000143061.16	IGSF3	protein_coding	7314
chr1	ENSG00000143067.4	ZNF697	protein_coding	5038
chr1	ENSG00000143079.13	CTTNBP2NL	protein_coding	5891
chr1	ENSG00000143093.13	STRIP1	protein_coding	3104
chr1	ENSG00000143105.6	KCNA10	protein_coding	1587
chr1	ENSG00000143106.11	PSMA5	protein_coding	3720
chr1	ENSG00000143107.7	FNDC7	protein_coding	3319
chr1	ENSG00000143110.10	C1orf162	protein_coding	1101
chr1	ENSG00000143119.11	CD53	protein_coding	1497
chr1	ENSG00000143125.5	PROK1	protein_coding	1335
chr1	ENSG00000143126.7	CELSR2	protein_coding	10500
chr1	ENSG00000143127.11	ITGA10	protein_coding	5239
chr1	ENSG00000143147.13	GPR161	protein_coding	7650
chr1	ENSG00000143149.11	ALDH9A1	protein_coding	2685
chr1	ENSG00000143153.11	ATP1B1	protein_coding	2601
chr1	ENSG00000143155.11	TIPRL	protein_coding	3025
chr1	ENSG00000143156.12	NME7	protein_coding	353
chr1	ENSG00000143157.10	POGK	protein_coding	949
chr1	ENSG00000143158.9	MPC2	protein_coding	2172
chr1	ENSG00000143162.7	CREG1	protein_coding	791
chr1	ENSG00000143164.14	DCAF6	protein_coding	719
chr1	ENSG00000143167.10	GPA33	protein_coding	2542
chr1	ENSG00000143171.11	RXRG	protein_coding	2031
chr1	ENSG00000143178.11	TBX19	protein_coding	2814
chr1	ENSG00000143179.11	UCK2	protein_coding	1368
chr1	ENSG00000143183.15	TMCO1	protein_coding	4461
chr1	ENSG00000143184.4	XCL1	protein_coding	1364
chr1	ENSG00000143185.3	XCL2	protein_coding	562
chr1	ENSG00000143190.20	POU2F1	protein_coding	13889
chr1	ENSG00000143194.11	MAEL	protein_coding	1687
chr1	ENSG00000143195.11	ILDR2	protein_coding	559
chr1	ENSG00000143196.4	DPT	protein_coding	1782
chr1	ENSG00000143198.11	MGST3	protein_coding	1009
chr1	ENSG00000143199.16	ADCY10	protein_coding	4936
chr1	ENSG00000143207.18	RFWD2	protein_coding	2122
chr1	ENSG00000143217.8	PVRL4	protein_coding	3493
chr1	ENSG00000143222.10	UFC1	protein_coding	796
chr1	ENSG00000143224.16	PPOX	protein_coding	1673
chr1	ENSG00000143226.12	FCGR2A	protein_coding	1392
chr1	ENSG00000143228.11	NUF2	protein_coding	560
chr1	ENSG00000143248.11	RGS5	protein_coding	362
chr1	ENSG00000143252.13	SDHC	protein_coding	13560
chr1	ENSG00000143256.4	PFDN2	protein_coding	406
chr1	ENSG00000143257.10	NR1I3	protein_coding	854
chr1	ENSG00000143258.14	USP21	protein_coding	1145
chr1	ENSG00000143278.3	F13B	protein_coding	2205
chr1	ENSG00000143294.13	PRCC	protein_coding	829
chr1	ENSG00000143297.17	FCRL5	protein_coding	2618
chr1	ENSG00000143303.10	RRNAD1	protein_coding	1795
chr1	ENSG00000143314.11	MRPL24	protein_coding	557
chr1	ENSG00000143315.6	PIGM	protein_coding	4318
chr1	ENSG00000143318.11	CASQ1	protein_coding	1886
chr1	ENSG00000143319.15	ISG20L2	protein_coding	3175
chr1	ENSG00000143320.7	CRABP2	protein_coding	988
chr1	ENSG00000143321.17	HDGF	protein_coding	2374
chr1	ENSG00000143322.18	ABL2	protein_coding	12132
chr1	ENSG00000143324.12	XPR1	protein_coding	8459
chr1	ENSG00000143333.6	RGS16	protein_coding	2422
chr1	ENSG00000143337.17	TOR1AIP1	protein_coding	3675
chr1	ENSG00000143340.6	FAM163A	protein_coding	2904
chr1	ENSG00000143341.10	HMCN1	protein_coding	18101
chr1	ENSG00000143344.14	RGL1	protein_coding	5081
chr1	ENSG00000143353.10	LYPLAL1	protein_coding	1893
chr1	ENSG00000143355.14	LHX9	protein_coding	427
chr1	ENSG00000143363.14	PRUNE	protein_coding	1058
chr1	ENSG00000143365.15	RORC	protein_coding	3040
chr1	ENSG00000143367.14	TUFT1	protein_coding	3098
chr1	ENSG00000143368.9	SF3B4	protein_coding	2079
chr1	ENSG00000143369.13	ECM1	protein_coding	3060
chr1	ENSG00000143373.16	ZNF687	protein_coding	891
chr1	ENSG00000143374.13	TARS2	protein_coding	2174
chr1	ENSG00000143375.13	CGN	protein_coding	562
chr1	ENSG00000143376.11	SNX27	protein_coding	7058
chr1	ENSG00000143379.11	SETDB1	protein_coding	582
chr1	ENSG00000143382.12	ADAMTSL4	protein_coding	4299
chr1	ENSG00000143384.11	MCL1	protein_coding	3622
chr1	ENSG00000143387.11	CTSK	protein_coding	1684
chr1	ENSG00000143390.16	RFX5	protein_coding	3565
chr1	ENSG00000143393.15	PI4KB	protein_coding	3923
chr1	ENSG00000143398.18	PIP5K1A	protein_coding	369
chr1	ENSG00000143401.13	ANP32E	protein_coding	3444
chr1	ENSG00000143409.14	FAM63A	protein_coding	2626
chr1	ENSG00000143412.8	ANXA9	protein_coding	1812
chr1	ENSG00000143416.19	SELENBP1	protein_coding	1740
chr1	ENSG00000143418.18	CERS2	protein_coding	1611
chr1	ENSG00000143420.16	ENSA	protein_coding	918
chr1	ENSG00000143434.14	SEMA6C	protein_coding	3797
chr1	ENSG00000143436.9	MRPL9	protein_coding	1289
chr1	ENSG00000143437.19	ARNT	protein_coding	4865
chr1	ENSG00000143442.20	POGZ	protein_coding	6135
chr1	ENSG00000143443.9	C1orf56	protein_coding	2094
chr1	ENSG00000143450.13	OAZ3	protein_coding	844
chr1	ENSG00000143452.14	HORMAD1	protein_coding	1781
chr1	ENSG00000143457.9	GOLPH3L	protein_coding	2994
chr1	ENSG00000143458.10	GABPB2	protein_coding	1005
chr1	ENSG00000143469.15	SYT14	protein_coding	2988
chr1	ENSG00000143473.10	KCNH1	protein_coding	7953
chr1	ENSG00000143476.16	DTL	protein_coding	4457
chr1	ENSG00000143479.14	DYRK3	protein_coding	2160
chr1	ENSG00000143486.14	EIF2D	protein_coding	744
chr1	ENSG00000143493.11	INTS7	protein_coding	4426
chr1	ENSG00000143494.14	VASH2	protein_coding	1360
chr1	ENSG00000143498.16	TAF1A	protein_coding	1637
chr1	ENSG00000143499.12	SMYD2	protein_coding	3798
chr1	ENSG00000143502.13	SUSD4	protein_coding	3472
chr1	ENSG00000143507.16	DUSP10	protein_coding	2672
chr1	ENSG00000143512.11	HHIPL2	protein_coding	1176
chr1	ENSG00000143514.15	TP53BP2	protein_coding	4722
chr1	ENSG00000143515.15	ATP8B2	protein_coding	1511
chr1	ENSG00000143520.6	FLG2	protein_coding	9121
chr1	ENSG00000143536.7	CRNN	protein_coding	1899
chr1	ENSG00000143537.12	ADAM15	protein_coding	1172
chr1	ENSG00000143543.13	JTB	protein_coding	1282
chr1	ENSG00000143545.7	RAB13	protein_coding	1345
chr1	ENSG00000143546.8	S100A8	protein_coding	492
chr1	ENSG00000143549.18	TPM3	protein_coding	3142
chr1	ENSG00000143552.8	NUP210L	protein_coding	5849
chr1	ENSG00000143553.9	SNAPIN	protein_coding	1026
chr1	ENSG00000143554.12	SLC27A3	protein_coding	3341
chr1	ENSG00000143556.7	S100A7	protein_coding	439
chr1	ENSG00000143569.17	UBAP2L	protein_coding	3386
chr1	ENSG00000143570.16	SLC39A1	protein_coding	2080
chr1	ENSG00000143575.13	HAX1	protein_coding	1220
chr1	ENSG00000143578.14	CREB3L4	protein_coding	565
chr1	ENSG00000143590.12	EFNA3	protein_coding	1777
chr1	ENSG00000143595.11	AQP10	protein_coding	878
chr1	ENSG00000143603.17	KCNN3	protein_coding	13025
chr1	ENSG00000143612.17	C1orf43	protein_coding	1701
chr1	ENSG00000143614.7	GATAD2B	protein_coding	7467
chr1	ENSG00000143621.15	ILF2	protein_coding	1892
chr1	ENSG00000143622.9	RIT1	protein_coding	3439
chr1	ENSG00000143624.12	INTS3	protein_coding	5205
chr1	ENSG00000143627.16	PKLR	protein_coding	2468
chr1	ENSG00000143630.8	HCN3	protein_coding	3710
chr1	ENSG00000143631.10	FLG	protein_coding	12744
chr1	ENSG00000143632.13	ACTA1	protein_coding	1484
chr1	ENSG00000143633.11	C1orf131	protein_coding	1417
chr1	ENSG00000143641.9	GALNT2	protein_coding	685
chr1	ENSG00000143643.11	TTC13	protein_coding	3230
chr1	ENSG00000143653.9	SCCPDH	protein_coding	2491
chr1	ENSG00000143669.12	LYST	protein_coding	13427
chr1	ENSG00000143674.9	MLK4	protein_coding	3904
chr1	ENSG00000143702.14	CEP170	protein_coding	6808
chr1	ENSG00000143740.13	SNAP47	protein_coding	2372
chr1	ENSG00000143742.11	SRP9	protein_coding	374
chr1	ENSG00000143748.16	NVL	protein_coding	587
chr1	ENSG00000143751.9	SDE2	protein_coding	3968
chr1	ENSG00000143753.11	DEGS1	protein_coding	954
chr1	ENSG00000143756.10	FBXO28	protein_coding	5446
chr1	ENSG00000143761.12	ARF1	protein_coding	1883
chr1	ENSG00000143768.10	LEFTY2	protein_coding	2080
chr1	ENSG00000143771.10	CNIH4	protein_coding	4120
chr1	ENSG00000143772.8	ITPKB	protein_coding	5815
chr1	ENSG00000143774.15	GUK1	protein_coding	929
